1.234567890180000000e+11,8.120000000000000000e+02,7.120000000000000000e+02,6.120000000000000000e+02,5.120000000000000000e+02,4.120000000000000000e+02,3.120000000000000000e+02,2.120000000000000000e+02,1.120000000000000000e+02,4.200000000000000000e+01,3.200000000000000000e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890185000000e+11,8.130000000000000000e+02,7.130000000000000000e+02,6.130000000000000000e+02,5.130000000000000000e+02,4.130000000000000000e+02,3.130000000000000000e+02,2.130000000000000000e+02,1.130000000000000000e+02,4.300000000000000000e+01,3.300000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890190000000e+11,8.140000000000000000e+02,7.140000000000000000e+02,6.140000000000000000e+02,5.140000000000000000e+02,4.140000000000000000e+02,3.140000000000000000e+02,2.140000000000000000e+02,1.140000000000000000e+02,4.400000000000000000e+01,3.400000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+02,1.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890195000000e+11,8.150000000000000000e+02,7.150000000000000000e+02,6.150000000000000000e+02,5.150000000000000000e+02,4.150000000000000000e+02,3.150000000000000000e+02,2.150000000000000000e+02,1.150000000000000000e+02,4.500000000000000000e+01,3.500000000000000000e+01,2.500000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+02,1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890200000000e+11,8.160000000000000000e+02,7.160000000000000000e+02,6.160000000000000000e+02,5.160000000000000000e+02,4.160000000000000000e+02,3.160000000000000000e+02,2.160000000000000000e+02,1.160000000000000000e+02,4.600000000000000000e+01,3.600000000000000000e+01,2.600000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+02,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890205000000e+11,8.170000000000000000e+02,7.170000000000000000e+02,6.170000000000000000e+02,5.170000000000000000e+02,4.170000000000000000e+02,3.170000000000000000e+02,2.170000000000000000e+02,1.170000000000000000e+02,4.700000000000000000e+01,3.700000000000000000e+01,2.700000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+02,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890210000000e+11,8.180000000000000000e+02,7.180000000000000000e+02,6.180000000000000000e+02,5.180000000000000000e+02,4.180000000000000000e+02,3.180000000000000000e+02,2.180000000000000000e+02,1.180000000000000000e+02,4.800000000000000000e+01,3.800000000000000000e+01,2.800000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890215000000e+11,8.190000000000000000e+02,7.190000000000000000e+02,6.190000000000000000e+02,5.190000000000000000e+02,4.190000000000000000e+02,3.190000000000000000e+02,2.190000000000000000e+02,1.190000000000000000e+02,4.900000000000000000e+01,3.900000000000000000e+01,2.900000000000000000e+01,2.200000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890220000000e+11,8.200000000000000000e+02,7.200000000000000000e+02,6.200000000000000000e+02,5.200000000000000000e+02,4.200000000000000000e+02,3.200000000000000000e+02,2.200000000000000000e+02,1.200000000000000000e+02,5.000000000000000000e+01,4.000000000000000000e+01,3.000000000000000000e+01,2.300000000000000000e+01,2.200000000000000000e+01,2.100000000000000000e+01,1.000000000000000000e+02,2.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890225000000e+11,8.210000000000000000e+02,7.210000000000000000e+02,6.210000000000000000e+02,5.210000000000000000e+02,4.210000000000000000e+02,3.210000000000000000e+02,2.210000000000000000e+02,1.210000000000000000e+02,5.100000000000000000e+01,4.100000000000000000e+01,3.100000000000000000e+01,2.400000000000000000e+01,2.300000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890230000000e+11,8.220000000000000000e+02,7.220000000000000000e+02,6.220000000000000000e+02,5.220000000000000000e+02,4.220000000000000000e+02,3.220000000000000000e+02,2.220000000000000000e+02,1.220000000000000000e+02,5.200000000000000000e+01,4.200000000000000000e+01,3.200000000000000000e+01,2.500000000000000000e+01,2.400000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+02,2.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890235000000e+11,8.230000000000000000e+02,7.230000000000000000e+02,6.230000000000000000e+02,5.230000000000000000e+02,4.230000000000000000e+02,3.230000000000000000e+02,2.230000000000000000e+02,1.230000000000000000e+02,5.300000000000000000e+01,4.300000000000000000e+01,3.300000000000000000e+01,2.600000000000000000e+01,2.500000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890240000000e+11,8.240000000000000000e+02,7.240000000000000000e+02,6.240000000000000000e+02,5.240000000000000000e+02,4.240000000000000000e+02,3.240000000000000000e+02,2.240000000000000000e+02,1.240000000000000000e+02,5.400000000000000000e+01,4.400000000000000000e+01,3.400000000000000000e+01,2.700000000000000000e+01,2.600000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+02,2.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890245000000e+11,8.250000000000000000e+02,7.250000000000000000e+02,6.250000000000000000e+02,5.250000000000000000e+02,4.250000000000000000e+02,3.250000000000000000e+02,2.250000000000000000e+02,1.250000000000000000e+02,5.500000000000000000e+01,4.500000000000000000e+01,3.500000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.600000000000000000e+01,1.000000000000000000e+02,2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890250000000e+11,8.260000000000000000e+02,7.260000000000000000e+02,6.260000000000000000e+02,5.260000000000000000e+02,4.260000000000000000e+02,3.260000000000000000e+02,2.260000000000000000e+02,1.260000000000000000e+02,5.600000000000000000e+01,4.600000000000000000e+01,3.600000000000000000e+01,2.900000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+02,2.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890255000000e+11,8.270000000000000000e+02,7.270000000000000000e+02,6.270000000000000000e+02,5.270000000000000000e+02,4.270000000000000000e+02,3.270000000000000000e+02,2.270000000000000000e+02,1.270000000000000000e+02,5.700000000000000000e+01,4.700000000000000000e+01,3.700000000000000000e+01,3.000000000000000000e+01,2.900000000000000000e+01,2.800000000000000000e+01,1.000000000000000000e+02,2.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890260000000e+11,8.280000000000000000e+02,7.280000000000000000e+02,6.280000000000000000e+02,5.280000000000000000e+02,4.280000000000000000e+02,3.280000000000000000e+02,2.280000000000000000e+02,1.280000000000000000e+02,5.800000000000000000e+01,4.800000000000000000e+01,3.800000000000000000e+01,3.100000000000000000e+01,3.000000000000000000e+01,2.900000000000000000e+01,1.000000000000000000e+02,2.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890265000000e+11,8.290000000000000000e+02,7.290000000000000000e+02,6.290000000000000000e+02,5.290000000000000000e+02,4.290000000000000000e+02,3.290000000000000000e+02,2.290000000000000000e+02,1.290000000000000000e+02,5.900000000000000000e+01,4.900000000000000000e+01,3.900000000000000000e+01,3.200000000000000000e+01,3.100000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,3.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890270000000e+11,8.300000000000000000e+02,7.300000000000000000e+02,6.300000000000000000e+02,5.300000000000000000e+02,4.300000000000000000e+02,3.300000000000000000e+02,2.300000000000000000e+02,1.300000000000000000e+02,6.000000000000000000e+01,5.000000000000000000e+01,4.000000000000000000e+01,3.300000000000000000e+01,3.200000000000000000e+01,3.100000000000000000e+01,1.000000000000000000e+02,3.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890275000000e+11,8.310000000000000000e+02,7.310000000000000000e+02,6.310000000000000000e+02,5.310000000000000000e+02,4.310000000000000000e+02,3.310000000000000000e+02,2.310000000000000000e+02,1.310000000000000000e+02,6.100000000000000000e+01,5.100000000000000000e+01,4.100000000000000000e+01,3.400000000000000000e+01,3.300000000000000000e+01,3.200000000000000000e+01,1.000000000000000000e+02,3.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890280000000e+11,8.320000000000000000e+02,7.320000000000000000e+02,6.320000000000000000e+02,5.320000000000000000e+02,4.320000000000000000e+02,3.320000000000000000e+02,2.320000000000000000e+02,1.320000000000000000e+02,6.200000000000000000e+01,5.200000000000000000e+01,4.200000000000000000e+01,3.500000000000000000e+01,3.400000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+02,3.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890285000000e+11,8.330000000000000000e+02,7.330000000000000000e+02,6.330000000000000000e+02,5.330000000000000000e+02,4.330000000000000000e+02,3.330000000000000000e+02,2.330000000000000000e+02,1.330000000000000000e+02,6.300000000000000000e+01,5.300000000000000000e+01,4.300000000000000000e+01,3.600000000000000000e+01,3.500000000000000000e+01,3.400000000000000000e+01,1.000000000000000000e+02,3.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890290000000e+11,8.340000000000000000e+02,7.340000000000000000e+02,6.340000000000000000e+02,5.340000000000000000e+02,4.340000000000000000e+02,3.340000000000000000e+02,2.340000000000000000e+02,1.340000000000000000e+02,6.400000000000000000e+01,5.400000000000000000e+01,4.400000000000000000e+01,3.700000000000000000e+01,3.600000000000000000e+01,3.500000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890295000000e+11,8.350000000000000000e+02,7.350000000000000000e+02,6.350000000000000000e+02,5.350000000000000000e+02,4.350000000000000000e+02,3.350000000000000000e+02,2.350000000000000000e+02,1.350000000000000000e+02,6.500000000000000000e+01,5.500000000000000000e+01,4.500000000000000000e+01,3.800000000000000000e+01,3.700000000000000000e+01,3.600000000000000000e+01,1.000000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890300000000e+11,8.360000000000000000e+02,7.360000000000000000e+02,6.360000000000000000e+02,5.360000000000000000e+02,4.360000000000000000e+02,3.360000000000000000e+02,2.360000000000000000e+02,1.360000000000000000e+02,6.600000000000000000e+01,5.600000000000000000e+01,4.600000000000000000e+01,3.900000000000000000e+01,3.800000000000000000e+01,3.700000000000000000e+01,1.000000000000000000e+02,3.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890305000000e+11,8.370000000000000000e+02,7.370000000000000000e+02,6.370000000000000000e+02,5.370000000000000000e+02,4.370000000000000000e+02,3.370000000000000000e+02,2.370000000000000000e+02,1.370000000000000000e+02,6.700000000000000000e+01,5.700000000000000000e+01,4.700000000000000000e+01,4.000000000000000000e+01,3.900000000000000000e+01,3.800000000000000000e+01,1.000000000000000000e+02,3.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
